query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction					
ECP_1565	362663.ECP_1565	5E-298	1029.6	Escherichia	malX	GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0009758,GO:0016020,GO:0044464,GO:0071944	2.7.1.192,2.7.1.193,2.7.1.199,2.7.1.201,2.7.1.208,2.7.1.211	ko:K02752,ko:K02753,ko:K02755,ko:K02756,ko:K02757,ko:K02778,ko:K02779,ko:K02790,ko:K02791,ko:K02802,ko:K02803,ko:K02804,ko:K02809,ko:K02810,ko:K02818,ko:K02819,ko:K11191,ko:K11192,ko:K20117,ko:K20118	ko00010,ko00500,ko00520,ko02060,ko05111,map00010,map00500,map00520,map02060,map05111	M00265,M00266,M00267,M00269,M00270,M00271,M00272,M00303,M00809	R00811,R02738,R02780,R04111,R04394,R05132,R05199,R08559	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.1.1.1,4.A.1.1.13,4.A.1.1.14,4.A.1.1.15,4.A.1.1.2,4.A.1.1.3,4.A.1.1.5,4.A.1.1.7,4.A.1.1.9,4.A.1.2.1,4.A.1.2.10,4.A.1.2.11,4.A.1.2.12,4.A.1.2.13,4.A.1.2.2,4.A.1.2.3,4.A.1.2.4,4.A.1.2.5,4.A.1.2.6,4.A.1.2.7,4.A.1.2.8,4.A.1.2.9		iAPECO1_1312.APECO1_3811,iE2348C_1286.E2348C_4032,iECABU_c1320.ECABU_c48060,iECIAI39_1322.ECIAI39_2574,iECNA114_1301.ECNA114_1668,iECOK1_1307.ECOK1_3087,iECP_1309.ECP_0691,iECS88_1305.ECS88_2978,iECSF_1327.ECSF_1482,iUMN146_1321.UM146_03015,iUTI89_1310.UTI89_C3077,ic_1306.c5339	Bacteria	1MU2P@1224,1RNF4@1236,3XPA9@561,COG1263@1,COG1263@2,COG1264@1,COG1264@2	NA|NA|NA	G	The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. This system is involved in maltose transport. MalX can also recognize and transport glucose even though this sugar may not represent the natural substrate of the system
ECP_1566	362663.ECP_1566	9.9E-235	818.9	Escherichia	malY	GO:0003674,GO:0003824,GO:0004121,GO:0005488,GO:0006355,GO:0008144,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0016829,GO:0016846,GO:0019219,GO:0019222,GO:0019842,GO:0030170,GO:0031323,GO:0031326,GO:0036094,GO:0043167,GO:0043168,GO:0043433,GO:0044092,GO:0048037,GO:0048519,GO:0050662,GO:0050789,GO:0050794,GO:0051090,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0065009,GO:0070279,GO:0080090,GO:0080146,GO:0097159,GO:1901363,GO:1903506,GO:2000112,GO:2001141	4.4.1.8	ko:K14155	ko00270,ko00450,ko01100,ko01110,ko01230,map00270,map00450,map01100,map01110,map01230		R00782,R01286,R02408,R04941	RC00056,RC00069,RC00382,RC00488,RC00710,RC01245,RC02303	ko00000,ko00001,ko01000,ko01007			iEC042_1314.EC042_1790,iECIAI1_1343.ECIAI1_1673,iECO103_1326.ECO103_1762,iECSE_1348.ECSE_1743,iECW_1372.ECW_m1788,iEKO11_1354.EKO11_2154,iEcE24377_1341.EcE24377A_1830,iWFL_1372.ECW_m1788	Bacteria	1MY33@1224,1RP58@1236,3XNTB@561,COG1168@1,COG1168@2	NA|NA|NA	E	maltose regulon
ECP_1567	199310.c2015	5E-187	660.2	Escherichia	add	GO:0003674,GO:0003824,GO:0004000,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006144,GO:0006152,GO:0006154,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009112,GO:0009113,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009156,GO:0009161,GO:0009163,GO:0009164,GO:0009165,GO:0009167,GO:0009168,GO:0009987,GO:0015949,GO:0015950,GO:0016787,GO:0016810,GO:0016814,GO:0017144,GO:0018130,GO:0019239,GO:0019438,GO:0019439,GO:0019637,GO:0032261,GO:0033554,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0034656,GO:0042278,GO:0042440,GO:0042451,GO:0042454,GO:0042455,GO:0042737,GO:0043094,GO:0043096,GO:0043101,GO:0043103,GO:0043173,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046085,GO:0046100,GO:0046101,GO:0046102,GO:0046103,GO:0046112,GO:0046128,GO:0046129,GO:0046130,GO:0046148,GO:0046483,GO:0046700,GO:0050896,GO:0051716,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0072523,GO:0090407,GO:1901135,GO:1901136,GO:1901137,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901657,GO:1901658,GO:1901659	3.5.4.4	ko:K01488	ko00230,ko01100,ko05340,map00230,map01100,map05340		R01560,R02556	RC00477	ko00000,ko00001,ko01000			iSFV_1184.SFV_1640,iSF_1195.SF1648,iSFxv_1172.SFxv_1849,iS_1188.S1780	Bacteria	1MWBV@1224,1RNVI@1236,3XMUY@561,COG1816@1,COG1816@2	NA|NA|NA	F	Belongs to the metallo-dependent hydrolases superfamily. Adenosine and AMP deaminases family. Adenosine deaminase subfamily
ECP_1569	362663.ECP_1569	1.2E-20	104.8	Escherichia													Bacteria	1QN9M@1224,1TKSR@1236,2C2E0@1,32937@2,3XQ5Q@561	NA|NA|NA		
ECP_1570	155864.EDL933_2580	4E-33	146.7	Escherichia	cnu	GO:0006355,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031554,GO:0043243,GO:0043244,GO:0043900,GO:0043901,GO:0045893,GO:0045935,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0060566,GO:0065007,GO:0080090,GO:1900190,GO:1900191,GO:1900231,GO:1900232,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141											Bacteria	1MZM3@1224,1S9B1@1236,2CN5N@1,32S5U@2,3XPYY@561	NA|NA|NA	K	Hha and Cnu (YdgT) increase the number of genes bound by H-NS StpA and may also modulate the oligomerization of the H-NS StpA-complex on DNA. The complex formed with H-NS binds to the specific 26-bp cnb site in the origin of replication oriC
ECP_1571	362663.ECP_1571	8.1E-73	279.6	Escherichia	ydgK	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944											Bacteria	1RCYV@1224,1S3X8@1236,29D1G@1,2ZZZI@2,3XPNB@561	NA|NA|NA	S	Protein of unknown function (DUF2569)
ECP_1572	1440052.EAKF1_ch4424c	1.4E-93	349	Escherichia	rnfA	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0008152,GO:0016020,GO:0016491,GO:0016651,GO:0044464,GO:0055114,GO:0071944		ko:K03617					ko00000				Bacteria	1MU8X@1224,1RQDN@1236,3XMS7@561,COG4657@1,COG4657@2	NA|NA|NA	C	Part of a membrane complex involved in electron transport. Required to maintain the reduced state of SoxR
ECP_1573	362663.ECP_1573	9.3E-93	346.3	Escherichia	rnfB	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016491,GO:0016651,GO:0055114	1.12.98.1	ko:K00441,ko:K03616	ko00680,ko01100,ko01120,map00680,map01100,map01120		R03025	RC02628	ko00000,ko00001,ko01000				Bacteria	1MUWU@1224,1RNSJ@1236,3XPHR@561,COG2878@1,COG2878@2	NA|NA|NA	C	Part of a membrane complex involved in electron transport. Required to maintain the reduced state of SoxR
ECP_1574	362663.ECP_1574	1.3E-302	1045.4	Escherichia	rnfC	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016491,GO:0016651,GO:0055114		ko:K03615					ko00000				Bacteria	1QTUI@1224,1RMIM@1236,3XPF3@561,COG4656@1,COG4656@2	NA|NA|NA	C	Belongs to the 4Fe4S bacterial-type ferredoxin family. RnfC subfamily
ECP_1575	362663.ECP_1575	1.1E-197	695.7	Escherichia	rnfD	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0008152,GO:0016020,GO:0016491,GO:0016651,GO:0044464,GO:0055114,GO:0071944	1.6.5.8	ko:K00347,ko:K03614					ko00000,ko01000				Bacteria	1MVY6@1224,1RMEU@1236,3XP8K@561,COG4658@1,COG4658@2	NA|NA|NA	C	Part of a membrane complex involved in electron transport. Required to maintain the reduced state of SoxR
ECP_1576	199310.c2023	1.3E-111	409.1	Escherichia	rnfG	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0008152,GO:0009279,GO:0016020,GO:0016491,GO:0016651,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0055114,GO:0071944		ko:K03612,ko:K03613					ko00000				Bacteria	1RDEP@1224,1RPAD@1236,3XM3D@561,COG4659@1,COG4659@2	NA|NA|NA	C	Part of a membrane complex involved in electron transport. Required to maintain the reduced state of SoxR
ECP_1577	362663.ECP_1577	5.3E-119	433.7	Escherichia	rnfE	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0008152,GO:0016020,GO:0016491,GO:0016651,GO:0044464,GO:0055114,GO:0071944	2.3.1.243,4.2.99.18	ko:K02560,ko:K03613,ko:K10773	ko00540,ko01100,ko03410,map00540,map01100,map03410	M00060	R05075	RC00037,RC00039	ko00000,ko00001,ko00002,ko01000,ko01005,ko03400			iHN637.CLJU_RS05585	Bacteria	1MW6N@1224,1RMEH@1236,3XN79@561,COG4660@1,COG4660@2	NA|NA|NA	C	Part of a membrane complex involved in electron transport. Required to maintain the reduced state of SoxR
ECP_1578	199310.c2025	4.1E-118	430.6	Escherichia	nth	GO:0000702,GO:0000703,GO:0003674,GO:0003824,GO:0003906,GO:0005488,GO:0006139,GO:0006259,GO:0006281,GO:0006284,GO:0006285,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009314,GO:0009411,GO:0009416,GO:0009628,GO:0009987,GO:0016787,GO:0016798,GO:0016799,GO:0019104,GO:0033554,GO:0034641,GO:0034644,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0048037,GO:0050896,GO:0051536,GO:0051539,GO:0051540,GO:0051716,GO:0071214,GO:0071478,GO:0071482,GO:0071704,GO:0090304,GO:0104004,GO:0140097,GO:1901360	4.2.99.18	ko:K10773	ko03410,map03410				ko00000,ko00001,ko01000,ko03400				Bacteria	1MUYQ@1224,1RMHU@1236,3XNCU@561,COG0177@1,COG0177@2	NA|NA|NA	L	DNA repair enzyme that has both DNA N-glycosylase activity and AP-lyase activity. The DNA N-glycosylase activity releases various damaged pyrimidines from DNA by cleaving the N- glycosidic bond, leaving an AP (apurinic apyrimidinic) site. The AP-lyase activity cleaves the phosphodiester bond 3' to the AP site by a beta-elimination, leaving a 3'-terminal unsaturated sugar and a product with a terminal 5'-phosphate
ECP_1579	199310.c2026	3E-276	957.2	Escherichia	dtpA	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006855,GO:0006857,GO:0008150,GO:0008324,GO:0015075,GO:0015077,GO:0015078,GO:0015238,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015333,GO:0015672,GO:0015833,GO:0015893,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0022890,GO:0031224,GO:0031226,GO:0034220,GO:0035442,GO:0035443,GO:0035672,GO:0035673,GO:0042221,GO:0042493,GO:0042886,GO:0042887,GO:0042891,GO:0042895,GO:0042937,GO:0042938,GO:0042939,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071916,GO:0071944,GO:0098655,GO:0098660,GO:0098662,GO:1902600,GO:1904680		ko:K03305					ko00000	2.A.17		iB21_1397.B21_01594,iBWG_1329.BWG_1449,iEC042_1314.EC042_1803,iECBD_1354.ECBD_2009,iECB_1328.ECB_01604,iECDH10B_1368.ECDH10B_1768,iECDH1ME8569_1439.ECDH1ME8569_1578,iECD_1391.ECD_01604,iECH74115_1262.ECH74115_4843,iECSP_1301.ECSP_4476,iECUMN_1333.ECUMN_1925,iECs_1301.ECs4368,iETEC_1333.ETEC_1669,iEcDH1_1363.EcDH1_2006,iEcSMS35_1347.EcSMS35_1565,iEcolC_1368.EcolC_1995,iJO1366.b1634,iUMNK88_1353.UMNK88_2094,iY75_1357.Y75_RS08570,iZ_1308.Z4896	Bacteria	1MW6W@1224,1RM8P@1236,3XMRM@561,COG3104@1,COG3104@2	NA|NA|NA	U	Proton-dependent permease that transports di- and tripeptides
ECP_1580	199310.c2027	2.7E-111	407.9	Escherichia	gst	GO:0000302,GO:0003674,GO:0003824,GO:0004364,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006950,GO:0006979,GO:0008150,GO:0009636,GO:0010035,GO:0016740,GO:0016765,GO:0042221,GO:0042493,GO:0042542,GO:0044424,GO:0044464,GO:0046677,GO:0050896,GO:1901700	2.5.1.18	ko:K00799	ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418		R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905	RC00004,RC00069,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944	ko00000,ko00001,ko01000,ko02000	1.A.12.2.2,1.A.12.3.2			Bacteria	1MY47@1224,1RRI3@1236,3XMJY@561,COG0625@1,COG0625@2	NA|NA|NA	O	Catalyzes the conjugation of reduced glutathione (GSH) to a wide number of exogenous and endogenous hydrophobic electrophiles. Shows activity toward 1-chloro-2,4-dinitrobenzene (CDNB) and ethacrynic acid. Also possesses thiol disulfide oxidoreductase activity, using GSH to reduce bis-(2-hydroxyethyl) disulfide (HEDS). Has a low level of glutathione-dependent peroxidase activity toward cumene hydroperoxide. Is important for defense against oxidative stress, probably via its peroxidase activity
ECP_1587	199310.c2033	3.4E-53	214.5	Escherichia	slyB	GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944		ko:K06077					ko00000				Bacteria	1RA1D@1224,1S202@1236,3XPJ7@561,COG3133@1,COG3133@2	NA|NA|NA	M	Outer membrane lipoprotein slyB
ECP_1589	199310.c2035	3.4E-35	153.7	Escherichia	ydhI												Bacteria	1NCAP@1224,1SD9Z@1236,2E3ZD@1,32YWB@2,3XQ01@561	NA|NA|NA	S	Protein of unknown function (DUF1656)
ECP_1590	362663.ECP_1590	5.2E-140	503.8	Escherichia	ydhJ	GO:0003674,GO:0005215,GO:0006810,GO:0006855,GO:0008150,GO:0015238,GO:0015546,GO:0015893,GO:0015906,GO:0022857,GO:0042221,GO:0042493,GO:0042886,GO:0042887,GO:0042891,GO:0042895,GO:0042908,GO:0042910,GO:0045117,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0072348,GO:1901474,GO:1901682,GO:1902599		ko:K03543,ko:K15548,ko:K15549		M00701			ko00000,ko00002,ko02000	8.A.1.1,8.A.1.1.3,8.A.1.7.1			Bacteria	1MWG0@1224,1RRE3@1236,3XNR4@561,COG1566@1,COG1566@2	NA|NA|NA	V	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family
ECP_1591	362663.ECP_1591	0	1289.6	Escherichia	ydhK	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944											Bacteria	1MX9H@1224,1RMJ4@1236,3XNU5@561,COG1289@1,COG1289@2	NA|NA|NA	S	transmembrane transporter activity
ECP_1595	199310.c2042	1.7E-110	405.2	Escherichia	nemR	GO:0000976,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0043565,GO:0044212,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:1990837,GO:2000112,GO:2000113,GO:2001141		ko:K16137					ko00000,ko03000				Bacteria	1RA4T@1224,1RNQH@1236,3XP6H@561,COG1309@1,COG1309@2	NA|NA|NA	K	Represses the transcription of the nemRA operon by binding to the nemR box
ECP_1596	362663.ECP_1596	1E-209	735.7	Escherichia	nemA	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006725,GO:0006805,GO:0006807,GO:0008150,GO:0008152,GO:0008748,GO:0009056,GO:0009410,GO:0009987,GO:0010181,GO:0016491,GO:0016627,GO:0016628,GO:0016661,GO:0017144,GO:0018937,GO:0018973,GO:0018974,GO:0019326,GO:0019439,GO:0032553,GO:0034567,GO:0036094,GO:0042221,GO:0042537,GO:0043167,GO:0043168,GO:0044237,GO:0044248,GO:0044424,GO:0044444,GO:0044464,GO:0046256,GO:0046260,GO:0046263,GO:0046857,GO:0048037,GO:0050662,GO:0050896,GO:0051716,GO:0055114,GO:0070887,GO:0071466,GO:0071704,GO:0072490,GO:0072491,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901361,GO:1901363,GO:1901575		ko:K10680	ko00633,ko01120,map00633,map01120		R08014,R08017,R08042	RC00250	ko00000,ko00001,ko01000				Bacteria	1MVIX@1224,1RMFI@1236,3XMN8@561,COG1902@1,COG1902@2	NA|NA|NA	C	N-ethylmaleimide reductase activity
ECP_1597	1440052.EAKF1_ch4400c	4.9E-72	276.9	Escherichia	gloA	GO:0003674,GO:0003824,GO:0004462,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0006082,GO:0006089,GO:0006518,GO:0006575,GO:0006749,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009438,GO:0009987,GO:0016151,GO:0016829,GO:0016846,GO:0019243,GO:0019752,GO:0032787,GO:0034641,GO:0042180,GO:0042182,GO:0043167,GO:0043169,GO:0043436,GO:0043603,GO:0044237,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046185,GO:0046872,GO:0046914,GO:0051186,GO:0051596,GO:0061727,GO:0071704,GO:1901564,GO:1901575,GO:1901615	4.4.1.5	ko:K01759	ko00620,map00620		R02530	RC00004,RC00740	ko00000,ko00001,ko01000			iAPECO1_1312.APECO1_733,iECABU_c1320.ECABU_c19040,iECED1_1282.ECED1_1851,iECNA114_1301.ECNA114_1699,iECOK1_1307.ECOK1_1770,iECP_1309.ECP_1597,iECS88_1305.ECS88_1700,iECSF_1327.ECSF_1514,iLF82_1304.LF82_0861,iNRG857_1313.NRG857_08275,iUMN146_1321.UM146_08895,iUTI89_1310.UTI89_C1842,ic_1306.c2044	Bacteria	1RCYX@1224,1S1Z9@1236,3XPJX@561,COG0346@1,COG0346@2	NA|NA|NA	E	Catalyzes the conversion of hemimercaptal, formed from methylglyoxal and glutathione, to S-lactoylglutathione
ECP_1598	155864.EDL933_2609	1.6E-122	445.3	Escherichia	rnt	GO:0000287,GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0004540,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008408,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0016788,GO:0031123,GO:0034470,GO:0034641,GO:0034660,GO:0042780,GO:0042802,GO:0043167,GO:0043169,GO:0043170,GO:0043628,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046872,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0140098,GO:1901360		ko:K03683					ko00000,ko01000,ko03016				Bacteria	1MUPK@1224,1RMMH@1236,3XPFQ@561,COG0847@1,COG0847@2	NA|NA|NA	J	Trims short 3' overhangs of a variety of RNA species, leaving a one or two nucleotide 3' overhang. Responsible for the end-turnover of tRNA specifically removes the terminal AMP residue from uncharged tRNA (tRNA-C-C-A). Also appears to be involved in tRNA biosynthesis
ECP_1600	316407.85675064	5.1E-105	387.5	Escherichia	ydhO	GO:0000270,GO:0003674,GO:0003824,GO:0004175,GO:0006022,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0009254,GO:0016787,GO:0019538,GO:0030203,GO:0043170,GO:0044238,GO:0070011,GO:0071704,GO:0140096,GO:1901135,GO:1901564	3.2.1.14,3.4.17.13	ko:K01183,ko:K13694,ko:K13695,ko:K19303,ko:K21471	ko00520,ko01100,map00520,map01100		R01206,R02334	RC00467	ko00000,ko00001,ko01000,ko01002,ko01011		GH18		Bacteria	1N0EE@1224,1RP3P@1236,3XN56@561,COG0791@1,COG0791@2	NA|NA|NA	M	A murein DD-endopeptidase with specificity for D-Ala- meso-diaminopimelic acid (mDAP) cross-links. Its role is probably to cleave D-Ala-mDAP cross-links to allow insertion of new glycans and thus cell wall expansion. Functionally redundant with MepM and MepH. Partially suppresses an mepS disruption mutant
ECP_1601	155864.EDL933_2613	3.8E-110	404.1	Escherichia	sodB	GO:0000302,GO:0000303,GO:0000305,GO:0003674,GO:0003824,GO:0004784,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006801,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009636,GO:0009987,GO:0010035,GO:0016209,GO:0016491,GO:0016721,GO:0019430,GO:0033554,GO:0034599,GO:0034614,GO:0042221,GO:0043167,GO:0043169,GO:0044237,GO:0044424,GO:0044464,GO:0046872,GO:0046914,GO:0050896,GO:0051716,GO:0055114,GO:0070887,GO:0071450,GO:0071451,GO:0072593,GO:0097237,GO:0098754,GO:0098869,GO:1901700,GO:1901701,GO:1990748	1.15.1.1,3.1.11.6	ko:K03601,ko:K04564	ko03430,ko04013,ko04068,ko04146,ko04211,ko04212,ko04213,ko05016,map03430,map04013,map04068,map04146,map04211,map04212,map04213,map05016				ko00000,ko00001,ko01000,ko03400			iAF1260.b1656,iAPECO1_1312.APECO1_736,iB21_1397.B21_01616,iBWG_1329.BWG_1471,iE2348C_1286.E2348C_1742,iE2348C_1286.E2348C_4213,iEC042_1314.EC042_1825,iEC55989_1330.EC55989_1824,iECABU_c1320.ECABU_c19090,iECBD_1354.ECBD_1987,iECB_1328.ECB_01626,iECDH10B_1368.ECDH10B_1790,iECDH1ME8569_1439.ECDH1ME8569_1601,iECD_1391.ECD_01626,iECED1_1282.ECED1_1855,iECH74115_1262.ECH74115_2368,iECIAI1_1343.ECIAI1_1708,iECO103_1326.ECO103_1797,iECO111_1330.ECO111_2126,iECO26_1355.ECO26_2385,iECOK1_1307.ECOK1_1775,iECP_1309.ECP_1601,iECS88_1305.ECS88_1705,iECSE_1348.ECSE_1780,iECSF_1327.ECSF_3769,iECSP_1301.ECSP_2222,iECUMN_1333.ECUMN_1946,iECW_1372.ECW_m1823,iECs_1301.ECs2365,iEKO11_1354.EKO11_2118,iETEC_1333.ETEC_1691,iEcDH1_1363.EcDH1_1984,iEcE24377_1341.EcE24377A_1869,iEcHS_1320.EcHS_A1735,iEcSMS35_1347.EcSMS35_1542,iEcolC_1368.EcolC_1973,iG2583_1286.G2583_2051,iJO1366.b1656,iJR904.b1656,iLF82_1304.LF82_2148,iNRG857_1313.NRG857_08300,iSBO_1134.SBO_1475,iSDY_1059.SDY_1882,iSFV_1184.SFV_1678,iSF_1195.SF1684,iSFxv_1172.SFxv_1892,iSSON_1240.SSON_1500,iS_1188.S1816,iSbBS512_1146.SbBS512_E1853,iUMN146_1321.UM146_08870,iUMNK88_1353.UMNK88_2117,iUTI89_1310.UTI89_C1847,iWFL_1372.ECW_m1823,iY75_1357.Y75_RS08680,iZ_1308.Z2678,ic_1306.c2050	Bacteria	1MVW2@1224,1RP7X@1236,3XN20@561,COG0605@1,COG0605@2	NA|NA|NA	C	radicals which are normally produced within the cells and which are toxic to biological systems
ECP_1605	362663.ECP_1605	7.4E-194	682.9	Escherichia	purR	GO:0001130,GO:0001131,GO:0001141,GO:0001217,GO:0002054,GO:0002057,GO:0002060,GO:0003674,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006140,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010563,GO:0010605,GO:0010629,GO:0019219,GO:0019220,GO:0019222,GO:0030808,GO:0030809,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0036094,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045934,GO:0045936,GO:0045980,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051174,GO:0051252,GO:0051253,GO:0060255,GO:0062012,GO:0062014,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1900371,GO:1900372,GO:1900542,GO:1900543,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141		ko:K02529,ko:K03604					ko00000,ko03000				Bacteria	1MVUR@1224,1RN2K@1236,3XNMI@561,COG1609@1,COG1609@2	NA|NA|NA	K	Is the main repressor of the genes involved in the de novo synthesis of purine nucleotides, regulating purB, purC, purEK, purF, purHD, purL, purMN and guaBA expression. PurR is allosterically activated to bind its cognate DNA by binding the purine corepressors, hypoxanthine or guanine, thereby effecting transcription repression
ECP_1607	199310.c2054	2.9E-221	774.2	Escherichia	ydhC	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944											Bacteria	1N196@1224,1RPMD@1236,3XMDG@561,COG0477@1,COG2814@2	NA|NA|NA	EGP	Major facilitator Superfamily
